"source_file","source_page","section_heading","rate_category","notification_no","notification_date","rate_as_on_date","schedule","serial_no","hsn_code","description","source_rate","cgst_rate","sgst_rate","total_gst_rate","compensation_cess_rate","is_exempt","gst_rate","condition","footnote","amendment_note","raw_text"
"GST rates2025.pdf","1","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","1.","0101 21 00, 0101 29","Live horses","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","1. | 0101 21 00, 0101 29 | Live horses | 2.5%"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","75.","1106","Flour, meal, powder of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal (HS 1106 10 10) and guar gum refined split (HS 1106 10 90)], of sago or of roots or tubers of heading 0714 or of the products of Chapter 8 i.e. of tamarind, of singoda, mango flour, etc. other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","75. | 1106 | Flour, meal, powder of the dried leguminous vegetables of heading 0713 (pulses) [other than guar meal (HS 1106 10 10) and guar gum refined split (HS 1106 10 90)], of sago or of roots or tubers of heading 0714 or of the products of Chapter 8 i.e. of tamarind, of singoda, mango flour, etc. other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","76.","1106 10 10","Guar meal","Nil","0%","0%","0%","","true","Nil","","","","76. | 1106 10 10 | Guar meal | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","77.","12","All goods of seed quality","Nil","0%","0%","0%","","true","Nil","","","","77. | 12 | All goods of seed quality | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","78.","1201","Soya beans, whether or not broken, of seed quality","Nil","0%","0%","0%","","true","Nil","","","","78. | 1201 | Soya beans, whether or not broken, of seed quality | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","79.","1202","Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality","Nil","0%","0%","0%","","true","Nil","","","","79. | 1202 | Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken, of seed quality | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","80.","1204","Linseed, whether or not broken, of seed quality","Nil","0%","0%","0%","","true","Nil","","","","80. | 1204 | Linseed, whether or not broken, of seed quality | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","81.","1205","Rape or colza seeds, whether or not broken, of seed quality","Nil","0%","0%","0%","","true","Nil","","","","81. | 1205 | Rape or colza seeds, whether or not broken, of seed quality | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","82.","1206","Sunflower seeds, whether or not broken, of seed quality","Nil","0%","0%","0%","","true","Nil","","","","82. | 1206 | Sunflower seeds, whether or not broken, of seed quality | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","83.","1207","Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Mustard seeds, Safflower (Carthamus tinctorius) seeds, Melon seeds, Poppy seeds, Ajams, Mango kernel, Niger seed, Kokam) whether or not broken, of seed quality","Nil","0%","0%","0%","","true","Nil","","","","83. | 1207 | Other oil seeds and oleaginous fruits (i.e. Palm nuts and kernels, cotton seeds, Castor oil seeds, Sesamum seeds, Mustard seeds, Safflower (Carthamus tinctorius) seeds, Melon seeds, Poppy seeds, Ajams, Mango kernel, Niger seed, Kokam) whether or not broken, of seed quality | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","84.","1209","Seeds, fruit and spores, of a kind used for sowing.","Nil","0%","0%","0%","","true","Nil","","Explanation: This entry does not cover seeds meant for any use other than sowing","","84. | 1209 | Seeds, fruit and spores, of a kind used for sowing. Explanation: This entry does not cover seeds meant for any use other than sowing | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","85.","1210","Hop cones, fresh","Nil","0%","0%","0%","","true","Nil","","","","85. | 1210 | Hop cones, fresh | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","86.","1210 10 00","Hop cones, neither ground nor powdered nor in the form of pellets","Nil","0%","0%","0%","","true","Nil","","","","86. | 1210 10 00 | Hop cones, neither ground nor powdered nor in the form of pellets | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","87.","1211","Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purpose, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","87. | 1211 | Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purpose, fresh or chilled | Nil"
"GST rates2025.pdf","76","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","88.","1212","Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled","Nil","0%","0%","0%","","true","Nil","","","","88. | 1212 | Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","89.","1213","Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets","Nil","0%","0%","0%","","true","Nil","","","","89. | 1213 | Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","90.","1214","Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets","Nil","0%","0%","0%","","true","Nil","","","","90. | 1214 | Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","91.","1301","Lac and Shellac","Nil","0%","0%","0%","","true","Nil","","","","91. | 1301 | Lac and Shellac | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","92.","1401","Sal leaves, siali leaves, sisal leaves, sabai grass","Nil","0%","0%","0%","","true","Nil","","","","92. | 1401 | Sal leaves, siali leaves, sisal leaves, sabai grass | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","93.","1404 90 40","Betel leaves","Nil","0%","0%","0%","","true","Nil","","","","93. | 1404 90 40 | Betel leaves | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","94.","1404 90 60","Coconut shell, unworked","Nil","0%","0%","0%","","true","Nil","","","","94. | 1404 90 60 | Coconut shell, unworked | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","95.","1404 90 90","Vegetable materials, for manufacture of jhadoo or broom sticks","Nil","0%","0%","0%","","true","Nil","","","","95. | 1404 90 90 | Vegetable materials, for manufacture of jhadoo or broom sticks | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","96.","1701 or 1702","(i) Jaggery of all types including Cane Jaggery (gur), Palmyra Jaggery, other than pre-packaged and labeled\n(ii) Khandsari Sugar, other than pre-packaged and labelled\n(iii) Rab,other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","96. | 1701 or 1702 | (i) Jaggery of all types including Cane Jaggery (gur), Palmyra Jaggery, other than pre-packaged and labeled (ii) Khandsari Sugar, other than pre-packaged and labelled (iii) Rab,other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","97.","1901","Food preparation of millet flour, in powder form, containing at least 70% millets by weight, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","97. | 1901 | Food preparation of millet flour, in powder form, containing at least 70% millets by weight, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","98.","1904","Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur, commonly known as Murki, other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","98. | 1904 | Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur, commonly known as Murki, other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","99.","1905","Pappad, by whatever name it is known","Nil","0%","0%","0%","","true","Nil","","","","99. | 1905 | Pappad, by whatever name it is known | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","100.","1905 or 2106","Khakhra; Bread (branded or otherwise), Pizza bread, roti, chapathi, paratha, parotta and other Indian breads by any name called","Nil","0%","0%","0%","","true","Nil","","","","100. | 1905 or 2106 | Khakhra; Bread (branded or otherwise), Pizza bread, roti, chapathi, paratha, parotta and other Indian breads by any name called | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","101.","2009 89 90","Tender coconut water other than pre-packaged and labelled","Nil","0%","0%","0%","","true","Nil","","","","101. | 2009 89 90 | Tender coconut water other than pre-packaged and labelled | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","102.","2106","Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc","Nil","0%","0%","0%","","true","Nil","","","","102. | 2106 | Prasadam supplied by religious places like temples, mosques, churches, gurudwaras, dargahs, etc | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","103.","2201","Water (other than aerated, mineral, distilled, medicinal, ionic, battery, de-mineralized and water sold in sealed unit container)","Nil","0%","0%","0%","","true","Nil","","","","103. | 2201 | Water (other than aerated, mineral, distilled, medicinal, ionic, battery, de-mineralized and water sold in sealed unit container) | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","104.","2201","Non-alcoholic Toddy, Neera including date and palm neera","Nil","0%","0%","0%","","true","Nil","","","","104. | 2201 | Non-alcoholic Toddy, Neera including date and palm neera | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","105.","2301, 2302, 2308, 2309","Aquatic feed including shrimp feed and prawn feed, poultry feed and cattle feed, including grass, hay and straw, supplement and additives, wheat bran and de-oiled cake other than rice bran","Nil","0%","0%","0%","","true","Nil","","","","105. | 2301, 2302, 2308, 2309 | Aquatic feed including shrimp feed and prawn feed, poultry feed and cattle feed, including grass, hay and straw, supplement and additives, wheat bran and de-oiled cake other than rice bran | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","106.","2306","De-oiled rice bran","Nil","0%","0%","0%","","true","Nil","","","","106. | 2306 | De-oiled rice bran | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","107.","2306","Cotton seed oil cake","Nil","0%","0%","0%","","true","Nil","","","","107. | 2306 | Cotton seed oil cake | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","108.","2302, 2309","Husk of pulses including Chilka, Concentrates including chuni or churi, Khanda","Nil","0%","0%","0%","","true","Nil","","","","108. | 2302, 2309 | Husk of pulses including Chilka, Concentrates including chuni or churi, Khanda | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","109.","2501","Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solutions or containing added anti-caking or free flowing agents; sea water","Nil","0%","0%","0%","","true","Nil","","","","109. | 2501 | Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solutions or containing added anti-caking or free flowing agents; sea water | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","110.","26","Uranium Ore concentrate","Nil","0%","0%","0%","","true","Nil","","","","110. | 26 | Uranium Ore concentrate | Nil"
"GST rates2025.pdf","77","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","111.","2716 00 00","Electrical energy","Nil","0%","0%","0%","","true","Nil","","","","111. | 2716 00 00 | Electrical energy | Nil"
"GST rates2025.pdf","78","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","112.","2835","Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002","Nil","0%","0%","0%","","true","Nil","","","","112. | 2835 | Dicalcium phosphate (DCP) of animal feed grade conforming to IS specification No.5470 : 2002 | Nil"
"GST rates2025.pdf","78","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","113.","30 or any other Chapter","Drugs or medicines listed in Annexure I","Nil","0%","0%","0%","","true","Nil","","","","113. | 30 or any other Chapter | Drugs or medicines listed in Annexure I | Nil"
"GST rates2025.pdf","78","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","113 [Annexure-I Item 1]","30 or any other Chapter","Gene Therapy","Nil","0%","0%","0%","","true","Nil","","","","Annexure-I | Item 1 | Gene Therapy | Nil"
"GST rates2025.pdf","78","Exempted Goods as on 22.09.2025","EXEMPTION","10/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","SCHEDULE","113 [Annexure-I Item 2]","30 or any other Chapter","Agalsidase Beta","Nil","0%","0%","0%","","true","Nil","","","","Annexure-I | Item 2 | Agalsidase Beta | Nil"
